RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301112,GSOR301112,OS6,Nigeria,NSFTV120,PI458474,1882735,5.8,25,0,1,2,4,93,2,6.8,2.6,13.29,6,135,3,9.3,9.17,23
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301113,GSOR301113,Ostiglia,Argentina,NSFTV121,CIor8,1882736,6.5,16,0,4,2,3,84,2,5.4,3.1,23.73,4,114,3,7.9,7.5,16
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301114,GSOR301114,Padi Kasalle,Indonesia,NSFTV122,IRGC8261,1882737,7,25,9,3,2,5,107,2,5.8,2.7,19.37,9,160,5,7.7,7.65,22
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301115,GSOR301115,Pagaiyahan,Taiwan,NSFTV123,IRGC8267,1882738,6.2,25,1,4,2,4,92,2,5.4,2.7,22.87,6,132,5,7.7,7.51,24
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301116,GSOR301116,Pao-Tou-Hung,China,NSFTV125,IRGC51400,1882739,6,27,0,1.5,2,4,93,3,5.9,2.6,17.37,8,153,7,7.7,8.21,23
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301117,GSOR301117,Pappaku,Taiwan,NSFTV126,IRGC8268,1882740,6.4,0,0,7.5,2,5,100,4,5.3,2.6,23.46,7,144,5,7.2,7.45,25
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301119,GSOR301119,Pato De Gallinazo,Australia,NSFTV128,PI392542,1882741,6.9,15,0,4.5,2,3,81,2,5.7,2.8,34.12,4,117,3,9.9,7.7,16
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301120,GSOR301120,Peh-Kuh,Taiwan,NSFTV129,IRGC8238,1882742,6.2,20,0,1,2,3,89,2,5.5,2.6,27.7,6,136,5,9.2,7.63,26
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301121,GSOR301121,Peh-Kuh-Tsao-Tu,Taiwan,NSFTV130,IRGC8237,1882743,5.4,,,,2,3,88,2,5.4,2.7,,7,144,7,,7.54,23
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301122,GSOR301122,Phudugey,Bhutan,NSFTV131,PI584566,1882744,6,23,1,1.5,2,3,81,2,5.9,2.3,23.53,7,140,5,8,8.35,27
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301123,GSOR301123,Rathuwee,Sri Lanka,NSFTV132,PI584605,1882745,6.5,26,0,7,2,5,105,3,6,2.3,12.53,5,129,5,9.6,8.33,26
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301124,GSOR301124,Rikuto Kemochi,Japan,NSFTV133,IRGC2719,1882746,7,21,9,5,2,4,90,2,5,3,20.84,4,119,3,8.2,7.32,0
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301125,GSOR301125,Romeo,Italy,NSFTV134,PI433512,1882747,6.3,13,0,6,2,3,82,2,6.2,3.3,23.67,4,111,5,8.9,8.65,15
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301126,GSOR301126,RT 1031-69,Zaire,NSFTV135,PI653090,1882748,5.6,23,0,1,2,4,93,2,6.7,2.7,10.1,2,99,3,0,9.05,19
